"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Young Guns ",107,"Christopher Cain",58,"Jack Palance",549,"Patrick Wayne",439,"Brian Keith",316,50,120,42614,1747,0,"army|cattle|deputy|new mexico|rancher",5,"Color","Action|Crime|Drama|Thriller|Western",1988,"English","USA","R",1.85,"http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1",44726644,1.3e+07,6.8
"The Other Guys ",116,"Adam McKay",285,"Dwayne Johnson",12000,"Will Ferrell",8000,"Derek Jeter",107,265,316,189806,20233,16000,"capitalist|detective|investigation|new york city|police",2,"Color","Action|Comedy|Crime",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1386588/?ref_=fn_tt_tt_1",119219978,1e+08,6.7
"The Lord of the Rings: The Two Towers ",172,"Peter Jackson",0,"Christopher Lee",16000,"Orlando Bloom",5000,"Billy Boyd",857,294,2417,1100446,23052,10000,"epic|evil wizard|middle earth|ring|wizard",1,"Color","Action|Adventure|Drama|Fantasy",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0167261/?ref_=fn_tt_tt_1",340478898,9.4e+07,8.7
"Dark Water ",103,"Walter Salles",179,"Dougray Scott",794,"Camryn Manheim",329,"Ariel Gade",87,196,411,44966,1467,0,"apartment|hello kitty|school|teacher|water",2,"Color","Drama|Horror|Thriller",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0382628/?ref_=fn_tt_tt_1",25472967,3e+07,5.6
"The Big Bounce ",88,"George Armitage",5,"Morgan Freeman",11000,"Andrew Wilson",387,"Willie Nelson",338,75,93,15880,11972,288,"breasts|consensual sex|female nudity|judge|surfer",5,"Color","Comedy|Crime",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0315824/?ref_=fn_tt_tt_1",6471394,5e+07,4.9
"Dodgeball: A True Underdog Story ",92,"Rawson Marshall Thurber",43,"Gary Cole",989,"Stephen Root",939,"Joel David Moore",936,191,392,185345,4730,0,"dodgeball|gym|las vegas|pirate|ups",0," Black and White","Comedy|Sport",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1",114324072,2e+07,6.7
"RocknRolla ",114,"Guy Ritchie",0,"Tom Hardy",27000,"Gerard Butler",18000,"Tom Wilkinson",1000,209,192,194489,46944,12000,"accountant|finger gun|homosexual|killed in an elevator|painting",4,"Color","Action|Crime|Thriller",2008,"English","UK","R",2.35,"http://www.imdb.com/title/tt1032755/?ref_=fn_tt_tt_1",5694401,1.8e+07,7.3
"How to Lose Friends & Alienate People ",110,"Robert B. Weide",53,"James Corden",480,"Katherine Parkinson",261,"Fenella Woolgar",87,135,98,61269,858,0,"celebrity|party|pig|starlet|writer",4,"Color","Comedy|Drama|Romance",2008,"English","UK","R",1.85,"http://www.imdb.com/title/tt0455538/?ref_=fn_tt_tt_1",2775593,2.7e+07,6.5
"Vantage Point ",90,"Pete Travis",38,"Dennis Quaid",2000,"Edgar Ramírez",897,"William Hurt",882,235,422,127528,6775,0,"explosion|multiple perspectives|president|secret service|shooting",4,"Color","Crime|Drama|Mystery|Thriller",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0443274/?ref_=fn_tt_tt_1",72266306,4e+07,6.6
"Doug's 1st Movie ",77,"Maurice Joyce",0,"Frank Welker",2000,"Constance Shulman",804,"Alice Playten",73,28,18,2448,2908,122,"dance|friend|monster|reference to batman|valentine",1,"Color","Animation|Comedy|Family",1999,"English","USA","G",1.33,"http://www.imdb.com/title/tt0187819/?ref_=fn_tt_tt_1",19421271,5e+06,5
"Side Effects ",106,"Steven Soderbergh",0,"Channing Tatum",17000,"David Costabile",681,"Katie Lowes",273,450,274,148334,18469,29000,"clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect",0,"Color","Crime|Drama|Thriller",2013,"English","USA","R",1.85,"http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1",32154410,3e+07,7.1
"Rosewater ",103,"Jon Stewart",593,"Numan Acar",374,"Claire Foy",362,"Haluk Bilginer",241,129,37,8307,1283,5000,"based on true story|hijab|journalism|prison|reference to mahmoud ahmedinejad",0,"Color","Biography|Drama",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt2752688/?ref_=fn_tt_tt_1",3093491,5e+06,6.6
"Eternal Sunshine of the Spotless Mind ",108,"Michel Gondry",1000,"Kate Winslet",14000,"Kirsten Dunst",4000,"Tom Wilkinson",1000,273,1514,666937,19364,52000,"borderline personality disorder|loneliness|memory|playing against type|retrograde narrative",1,"Color","Drama|Fantasy|Romance|Sci-Fi",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1",34126138,2e+07,8.3
"Extreme Measures ",118,"Michael Apted",150,"J.K. Simmons",24000,"Paul Guilfoyle",210,"Bill Nunn",182,47,75,14066,24547,352,"cartoon on tv|doctor|emergency room|hospital|nudity",0,"Color","Crime|Drama|Mystery|Thriller",1996,"English","USA","R",2.35,"http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1",17305211,3.8e+07,6.1
"Das Boot ",293,"Wolfgang Petersen",249,"Jürgen Prochnow",362,"Martin Semmelrogge",21,"Herbert Grönemeyer",18,96,426,168203,469,11000,"duty|submarine|submarine movie|tension|u boat",0,"Color","Adventure|Drama|Thriller|War",1981,"German","West Germany","R",1.85,"http://www.imdb.com/title/tt0082096/?ref_=fn_tt_tt_1",11433134,1.4e+07,8.4
"Fiza ",167,"Khalid Mohamed",10,"Karisma Kapoor",353,"Manoj Bajpayee",186,"Jaya Bhaduri",97,1,19,2715,773,92,"mumbai riots|politician|riot|suicide|tragic event",3," Black and White","Drama|Romance",2000,"Hindi","India","",2.35,"http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1",610991,1e+06,6.2
"Jurassic Park III ",92,"Joe Johnston",394,"Michael Jeter",693,"Trevor Morgan",595,"Alessandro Nivola",527,198,1236,219501,2574,0,"dinosaur|island|jurassic park|paleontologist|search",0,"Color","Action|Adventure|Sci-Fi|Thriller",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0163025/?ref_=fn_tt_tt_1",181166115,9.3e+07,5.9
"Stealing Harvard ",85,"Bruce McCulloch",54,"Martin Starr",985,"Megan Mullally",637,"Chris Penn",455,52,92,11211,3065,215,"black humor|crying during sex|harvard|humor|man with glasses",1,"Color","Comedy|Crime",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1",13973532,2.5e+07,5.1
"Django Unchained ",165,"Quentin Tarantino",16000,"Leonardo DiCaprio",29000,"Christoph Waltz",11000,"Ato Essandoh",265,765,1193,955174,40978,199000,"dynamite|historically inaccurate|ku klux klan|n word|slavery",1,"Color","Drama|Western",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1",162804648,1e+08,8.5
"Finding Forrester ",136,"Gus Van Sant",835,"F. Murray Abraham",670,"Rob Brown",370,"Michael Nouri",225,137,297,73006,1801,0,"basketball|mentor|new york|school|writing",1,"Color","Drama",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0181536/?ref_=fn_tt_tt_1",51768623,4.3e+07,7.3
"Law Abiding Citizen ",118,"F. Gary Gray",473,"Gerard Butler",18000,"Leslie Bibb",1000,"Michael Kelly",963,216,429,217480,22517,21000,"attorney|deal|district attorney|investigation|justice",0,"Color","Crime|Drama|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1197624/?ref_=fn_tt_tt_1",73343413,5e+07,7.4
"Freddy Got Fingered ",87,"Tom Green",374,"Rip Torn",826,"Harland Williams",503,"Eddie Kaye Thomas",484,97,619,39788,2689,0,"animator|bamboo cane|cartoonist|sausage|slacker",1,"Color","Comedy",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1",14249005,1.5e+07,4.5
"Get Shorty ",105,"Barry Sonnenfeld",188,"Delroy Lindo",848,"Rene Russo",808,"Jon Gries",482,96,150,62986,3439,0,"debt|loan shark|mobster|movie business|producer",4,"Color","Comedy|Crime|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0113161/?ref_=fn_tt_tt_1",72077000,30250000,6.9
"Fear and Loathing in Las Vegas ",118,"Terry Gilliam",0,"Johnny Depp",40000,"Michael Jeter",693,"Ellen Barkin",551,156,648,213226,43105,15000,"american dream|convertible|drugs|journalist|lawyer",0,"Color","Adventure|Comedy|Drama",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1",10562387,18500000,7.7
"Hey Arnold! The Movie ",76,"Tuck Tucker",14,"Jennifer Jason Leigh",1000,"Vincent Schiavelli",811,"Paul Sorvino",636,33,43,4564,3752,227,"castle thunder|document|neighborhood|punctuation in title|villain arrested",0,"Color","Adventure|Animation|Comedy|Family",2002,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0314166/?ref_=fn_tt_tt_1",13684949,3e+06,5.9
"Tarnation ",88,"Jonathan Caouette",20,"Greg Ayres",58,"Jonathan Caouette",20,"Renee Leblanc",0,72,114,5709,78,754,"answering machine|home movie|lithium|schizophrenic|video diary",3,"Color","Biography|Documentary",2003,"English","USA","Unrated",1.37,"http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1",592014,218,7.2
"Casper ",100,"Brad Silberling",52,"Eric Idle",795,"Fred Rogers",419,"Cathy Moriarty",394,26,92,85903,2638,0,"casper|friendly ghost|ghost|maine|mansion",0,"Color","Comedy|Family|Fantasy",1995,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0112642/?ref_=fn_tt_tt_1",100328194,5e+07,6
"Crocodile Dundee in Los Angeles ",92,"Simon Wincer",23,"Jere Burns",460,"Paul Hogan",442,"Linda Kozlowski",162,71,119,19699,1315,387,"boat|crocodile|garbage can|knife|paramount pictures",0,"Color","Adventure|Comedy|Crime",2001,"English","Australia","PG",1.85,"http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1",25590119,21150000,4.8
"I Dreamed of Africa ",114,"Hugh Hudson",46,"Liam Aiken",818,"Eva Marie Saint",649,"Vincent Perez",292,52,61,3740,1778,314,"dream|italian|kenya|ranch|snake",1,"Color","Adventure|Drama|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0167203/?ref_=fn_tt_tt_1",6543194,3.4e+07,5.6
"Collateral Damage ",108,"Andrew Davis",99,"Raymond Cruz",672,"Rick Worthy",174,"Jsu Garcia",172,135,339,61417,1460,941,"bare chested boy|car explosion|colombia|explosion|terrorism",1,"Color","Action|Drama|Thriller",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0233469/?ref_=fn_tt_tt_1",40048332,8.5e+07,5.5
"The Croods ",98,"Kirk De Micco",16,"Ryan Reynolds",16000,"Emma Stone",15000,"Nicolas Cage",12000,257,195,150618,43286,28000,"cave|caveman|journey|strict father|survival",3,"Color","Adventure|Animation|Comedy|Family|Fantasy",2013,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1",187165546,1.35e+08,7.3
"Hostel ",93,"Eli Roth",0,"Jay Hernandez",1000,"Takashi Miike",1000,"Rick Hoffman",581,303,1516,138814,2990,0,"bratislava|hostel|sadistic horror|torture|travel",0,"Color","Horror",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0450278/?ref_=fn_tt_tt_1",47277326,4800000,5.9
"Sex and the City 2 ",146,"Michael Patrick King",127,"Chris Noth",962,"Liza Minnelli",740,"Kristin Davis",722,221,293,59581,4555,0,"abu dhabi|box office hit|muslim|nanny|united arab emirates",4,"Color","Comedy|Drama|Romance",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1261945/?ref_=fn_tt_tt_1",95328937,1e+08,4.3
"Tim and Eric's Billion Dollar Movie ",93,"Tim Heidecker",78,"Michael Gross",536,"William Atherton",317,"Bob Ross",197,82,71,7988,1467,0,"film in film|man with glasses|reference to steven spielberg|self referential|shopping mall",3,"Color","Comedy",2012,"English","USA","R",1.78,"http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1",200803,3e+06,5.3
"Factory Girl ",99,"George Hickenlooper",60,"Hayden Christensen",4000,"Jimmy Fallon",787,"Beth Grant",628,117,106,18355,6526,3000,"andy warhol|female nudity|public nudity|singer|socialite",0,"Color","Biography|Drama",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0432402/?ref_=fn_tt_tt_1",1654367,7e+06,6.4
"The Witch ",92,"Robert Eggers",22,"Julian Richings",648,"Kate Dickie",191,"Ralph Ineson",159,425,452,66483,1122,43000,"black magic|goat|isolation|naked woman|witch",0,"Color","Horror|Mystery",2015,"English","USA","R",1.66,"http://www.imdb.com/title/tt4263482/?ref_=fn_tt_tt_1",25138292,3500000,6.8
"Spider-Man 3 ",156,"Sam Raimi",0,"J.K. Simmons",24000,"James Franco",11000,"Kirsten Dunst",4000,392,1902,383056,46055,0,"sandman|spider man|symbiote|venom|villain",0,"Color","Action|Adventure|Romance",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0413300/?ref_=fn_tt_tt_1",336530303,2.58e+08,6.2
"The Jackal ",124,"Michael Caton-Jones",105,"J.K. Simmons",24000,"Bruce Willis",13000,"Sophie Okonedo",460,83,227,88225,38227,0,"assassin|fbi|ira|jackal|russian",0,"Color","Action|Adventure|Crime|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119395/?ref_=fn_tt_tt_1",54910560,6e+07,6.3
"Kill Bill: Vol. 1 ",111,"Quentin Tarantino",16000,"David Carradine",926,"Vivica A. Fox",890,"Chiaki Kuriyama",640,354,2105,735784,3983,13000,"bride|coma|japan|revenge|sword",0," Black and White","Action",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0266697/?ref_=fn_tt_tt_1",70098138,3e+07,8.1
"Out of Sight ",123,"Steven Soderbergh",0,"Don Cheadle",3000,"Albert Brooks",745,"Keith Hudson",23,158,307,71708,3768,0,"heist|neo noir|one last job|opposites attract|u.s. marshal",1,"Color","Crime|Drama|Romance|Thriller",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120780/?ref_=fn_tt_tt_1",37339525,4.8e+07,7
"Mighty Joe Young ",114,"Ron Underwood",31,"Charlize Theron",9000,"Mika Boorem",496,"David Paymer",372,35,88,22955,10731,0,"animal|california|gorilla|hunter|poacher",0,"Color","Action|Adventure|Family|Fantasy|Thriller",1998,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0120751/?ref_=fn_tt_tt_1",50628009,9e+07,5.6
"Porky's ",94,"Bob Clark",84,"Art Hindle",110,"Susan Clark",95,"Tony Ganios",95,75,152,31260,582,0,"female full frontal nudity|revenge|school|sheriff|virginity",0,"Color","Comedy",1981,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0084522/?ref_=fn_tt_tt_1",105500000,4e+06,6.2
"Isn't She Great ",95,"Andrew Bergman",31,"Stockard Channing",944,"Nathan Lane",886,"John Larroquette",450,63,64,1977,2928,133,"autistic son|cancer|female protagonist|new york city|son",0,"Color","Biography|Comedy|Romance",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1",2954405,3.6e+07,5.3
"The Twilight Saga: Breaking Dawn - Part 2 ",115,"Bill Condon",386,"Robert Pattinson",21000,"Kristen Stewart",17000,"Taylor Lautner",12000,322,329,185394,59177,65000,"battle|friend|super strength|vampire|vision",3,"Color","Adventure|Drama|Fantasy|Romance",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1",292298923,1.2e+08,5.5
"Pride and Prejudice and Zombies ",108,"Burr Steers",23,"Matt Smith",2000,"Bella Heathcote",860,"Sam Riley",845,225,134,23775,4710,73000,"based on novel|damsel in distress|deception|england|zombie",0,"Color","Action|Horror|Romance",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1",10907291,2.8e+07,5.8
"Friday the 13th Part VII: The New Blood ",88,"John Carl Buechler",152,"Kane Hodder",935,"Terry Kiser",448,"William Butler",181,110,270,21359,1855,0,"death|jason voorhees|massacre|slaughter|telekinesis",0,"Color","Horror",1988,"English","USA","R",1.85,"http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1",19170001,2800000,5.3
"A Lot Like Love ",107,"Nigel Cole",13,"Aimee Garcia",618,"Tyrone Giordano",172,"James Read",165,112,161,58297,1095,0,"flight|hasselblad camera|los angeles california|love|medium format camera",3,"Color","Comedy|Drama|Romance",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0391304/?ref_=fn_tt_tt_1",21835784,3e+07,6.6
"Tears of the Sun ",142,"Antoine Fuqua",845,"Bruce Willis",13000,"Tom Skerritt",1000,"Cole Hauser",787,89,394,93494,16580,0,"dictator|doctor|jungle|rebel|refugee",1,"Color","Action|Drama|Thriller|War",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1",43426961,7e+07,6.6
"Without a Paddle ",95,"Steven Brill",65,"Antony Starr",506,"Scott Adsit",316,"Bonnie Somerville",246,94,152,37479,1266,0,"death|friend|hijacker|river|tree house",3,"Color","Adventure|Comedy|Mystery",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1",58156435,1.9e+07,5.9
"Airplane! ",88,"Jim Abrahams",104,"Peter Graves",628,"Lloyd Bridges",575,"Barbara Billingsley",318,134,427,160281,2726,16000,"air traffic controller|airplane|airport|pilot|spoof",0,"Color","Comedy",1980,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0080339/?ref_=fn_tt_tt_1",83400000,3500000,7.8
"The Godfather ",175,"Francis Ford Coppola",0,"Al Pacino",14000,"Marlon Brando",10000,"Robert Duvall",3000,208,2238,1155770,28122,43000,"crime family|mafia|organized crime|patriarch|rise to power",1,"Color","Crime|Drama",1972,"English","USA","R",1.85,"http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1",134821952,6e+06,9.2
"Little Miss Sunshine ",101,"Jonathan Dayton",36,"Steve Carell",7000,"Steven Christopher Parker",150,"Jill Talley",27,270,889,355810,7227,15000,"gay|graduate student|sister sister relationship|sprite|uncle nephew relationship",1,"Color","Comedy|Drama",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1",59889948,8e+06,7.9
"Beavis and Butt-Head Do America ",81,"Mike Judge",406,"Bruce Willis",13000,"Demi Moore",2000,"John Doman",616,63,154,42892,17035,0,"beavis and butt head|fbi|score|television|television set",0,"Color","Adventure|Animation|Comedy|Crime",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1",63071133,1.2e+07,6.8
"Good Night, and Good Luck. ",93,"George Clooney",0,"Robert Downey Jr.",21000,"Tate Donovan",650,"Alex Borstein",566,351,526,84070,22745,0,"cbs|expose|fear|paranoia|reporter",0," Black and White","Biography|Drama|History",2005,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0433383/?ref_=fn_tt_tt_1",31501218,7500000,7.5
"The Horse Whisperer ",170,"Robert Redford",0,"Scarlett Johansson",19000,"Kristin Scott Thomas",1000,"Jessalyn Gilsig",380,96,263,32353,20683,0,"grace|groom|horse|montana|western u.s.",0,"Color","Drama|Romance|Western",1998,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0119314/?ref_=fn_tt_tt_1",75370763,6e+07,6.5
"Solitary Man ",90,"Brian Koppelman",34,"Jenna Fischer",966,"David Costabile",681,"Richard Schiff",506,116,60,13371,2661,0,"aging|hdtv|high definition television|love|marriage",7,"Color","Comedy|Drama|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1",4360548,1.5e+07,6.4
"White Oleander ",109,"Peter Kosminsky",7,"Patrick Fugit",835,"Cole Hauser",787,"Marc Donato",450,103,171,25549,2572,0,"california|foster home|love|oleander|prison",0,"Color","Drama",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1",16346122,1.6e+07,7.2
"The Innkeepers ",101,"Ti West",243,"Lena Dunham",969,"Jake Ryan",128,"Pat Healy",74,292,247,27260,1252,0,"bathtub|dead body in a bathtub|dead body in bathtub|hotel|inn",0,"Color","Horror",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1",77501,750000,5.5
"The Son of No One ",90,"Dito Montiel",68,"Channing Tatum",17000,"Al Pacino",14000,"Tracy Morgan",642,62,41,14280,32814,0,"housing project|letter|man with glasses|murder|subjective camera",5,"Color","Crime|Drama|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1",28870,1.5e+07,5.1
"Cloudy with a Chance of Meatballs ",90,"Phil Lord",97,"Will Forte",622,"Bobb'e J. Thompson",526,"Al Roker",56,191,156,152601,1227,0,"food|giant food|mayor|sardine|weather",1,"Color","Animation|Comedy|Family|Sci-Fi",2009,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0844471/?ref_=fn_tt_tt_1",124870275,1e+08,7
"The Mummy Returns ",130,"Stephen Sommers",208,"Dwayne Johnson",12000,"Brendan Fraser",3000,"Patricia Velasquez",591,202,890,248045,15972,0,"ancient egypt|bracelet|king|scorpion|son",5,"Color","Action|Adventure|Fantasy|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0209163/?ref_=fn_tt_tt_1",202007640,9.8e+07,6.3
"Fuel ",112,"Joshua Tickell",9,"Larry David",860,"Sheryl Crow",130,"George W. Bush",125,14,34,578,1252,588,"alternative energy|energy|fuel|green|oil",0,"Color","Documentary",2008,"English","USA","Not Rated",1.85,"http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1",173783,2500000,7.6
"Gremlins ",106,"Joe Dante",287,"Phoebe Cates",767,"Harry Carey Jr.",281,"Zach Galligan",233,183,245,142293,2053,14000,"bright light|midnight|pet|small town|water",0,"Color","Comedy|Fantasy|Horror",1984,"English","USA","PG",2.2,"http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1",148170000,1.1e+07,7.2
"Brown Sugar ",109,"Rick Famuyiwa",44,"Boris Kodjoe",1000,"Sanaa Lathan",886,"Wendell Pierce",458,37,60,5971,3199,0,"basketball|hip hop|rap music|record company|writer",1,"Color","Comedy|Drama|Music|Romance",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1",27362712,8e+06,6.5
"Yentl ",132,"Barbra Streisand",0,"Miriam Margolyes",405,"Amy Irving",194,"Steven Hill",122,16,68,9503,914,0,"love|study|talmud|wedding|yeshiva",1,"Color","Drama|Musical|Romance",1983,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0086619/?ref_=fn_tt_tt_1",30400000,1.2e+07,6.6
"Sphere ",134,"Barry Levinson",272,"Peter Coyote",548,"James Pickens Jr.",270,"Huey Lewis",215,108,274,81611,1044,0,"manifestation|ocean|spacecraft|spaceship|sphere",3,"Color","Drama|Mystery|Sci-Fi|Thriller",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1",36976367,7.5e+07,6
"Fortress ",95,"Stuart Gordon",216,"Christopher Lambert",1000,"Kurtwood Smith",1000,"Clifton Collins Jr.",968,58,68,23383,4755,1000,"escape|future|population control|prison|prisoner",0,"Color","Action|Crime|Sci-Fi|Thriller",1992,"English","Australia","R",1.85,"http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1",6739141,8e+06,5.9
"Jumping the Broom ",112,"Salim Akil",70,"Gary Dourdan",1000,"Loretta Devine",912,"Laz Alonso",826,52,59,7973,5959,0,"martha's vineyard|mother|older woman younger man relationship|wedding|weekend",8,"Color","Comedy|Drama",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1640484/?ref_=fn_tt_tt_1",37295394,6600000,5.7
"Soul Survivors ",84,"Stephen Carpenter",12,"Melissa Sagemiller",159,"Angela Featherstone",102,"Candace Kroslak",102,64,181,7277,417,231,"car accident|college|ghost|girl in panties|white panties",4,"Color","Drama|Horror|Mystery|Thriller",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1",3100650,1.4e+07,3.9
"The Brothers Grimm ",118,"Terry Gilliam",0,"Matt Damon",13000,"Heath Ledger",13000,"Mackenzie Crook",871,233,492,98472,27114,0,"creature|curse|exorcism|girl|village",2,"Color","Action|Adventure|Comedy|Fantasy|Thriller",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0355295/?ref_=fn_tt_tt_1",37899638,8.8e+07,5.9
"Enough Said ",93,"Nicole Holofcener",132,"Christopher Nicholas Smith",434,"Ben Falcone",265,"Michaela Watkins",216,231,142,49240,1183,12000,"dating|divorcee|ex husband|ex wife|party",2,"Color","Comedy|Drama|Romance",2013,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1",17536788,8e+06,7.1
"War, Inc. ",107,"Joshua Seftel",0,"Bashar Rahal",603,"Sergej Trifunovic",175,"Ned Bellamy",91,79,112,20008,988,883,"assassin|corporation|pop star|reporter|satire",3,"Color","Action|Comedy|Thriller",2008,"English","USA","R",1.78,"http://www.imdb.com/title/tt0884224/?ref_=fn_tt_tt_1",578527,1e+07,5.7
"Young Frankenstein ",106,"Mel Brooks",0,"Madeline Kahn",1000,"Peter Boyle",595,"Teri Garr",481,129,315,112671,2703,14000,"assistant|castle|experiment|frankenstein's monster|scientist",0," Black and White","Comedy",1974,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1",86300000,2800000,8
"Ant-Man ",117,"Peyton Reed",235,"Judy Greer",2000,"Hayley Atwell",2000,"T.I.",680,517,549,313866,5730,61000,"ant|chinatown san francisco|heist|sabotage|vault",6,"Color","Action|Adventure|Comedy|Sci-Fi",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1",180191634,1.3e+08,7.4
"Don't Be Afraid of the Dark ",99,"Troy Nixey",24,"Bailee Madison",3000,"Alan Dale",441,"Jack Thompson",155,298,250,40776,3744,10000,"basement|creature|disappearance|interior designer|mansion",1,"Color","Fantasy|Horror|Thriller",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1",24042490,2.5e+07,5.6
"Rugrats in Paris: The Movie ",78,"Stig Bergqvist",0,"Elizabeth Daily",971,"Casey Kasem",844,"Debbie Reynolds",786,41,49,8146,4527,181,"amusement park|baby|france|paris france|villain",0,"Color","Adventure|Animation|Comedy|Family|Romance",2000,"English","Germany","G",1.85,"http://www.imdb.com/title/tt0213203/?ref_=fn_tt_tt_1",76501438,3e+07,6.1
"Hocus Pocus ",96,"Kenny Ortega",197,"Vinessa Shaw",580,"Omri Katz",336,"Larry Bagby",115,36,132,60494,1275,16000,"candle|cat|halloween|spell|virgin",0,"Color","Comedy|Family|Fantasy",1993,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0107120/?ref_=fn_tt_tt_1",39514713,2.8e+07,6.7
